Question,Answer,Category,polarity
男的可以用吗??,洗发水不分的吧,适用性,0
是正品吗，,还没用，应该是吧,认证产品,0
有没有用完宝宝头皮起头皮屑的,没有发现,不良反应,1
樱花味怎么样,还不错，有樱花的味道，也比较容易冲干净，夏天洗澡舒服,味道,1
包装盒里面没有一张产品说明书，是真货？,是,认证产品,1
香味怎么样啊,味道还是不错的。,味道,1
可以去角质么,可以的，氨基酸相对温和。,功能,1
毛囊炎管用吗？,管用，效果很好，我毛囊炎两年来用了几十种药膏不行，佛山皮肤医院都去了，效果不太，用这个一天比一天好。不是托,功能,1
我脱发有点厉害。每次洗头发都掉好多。这个洗了对脱发有没有效果。,我用了感觉对脱发没有效，但是用了后头发挺顺的,效果,-1
请问一下留香持久吗,个人认为还蛮持久的,效果,1
皮肤过敏的人可以用吗？,大人小孩都可以用，你用下就知道了,适用性,0
男士能用吗,可以的,适用性,1
细软塌发质能用吗,洗过之后非常蓬松，超级好,适用性,1
香味如何？,香味不错,味道,1
你们洗完不起头皮屑吗？我的像下雪一样，总穿黑衣服不能买啊！会好尴尬??,我只有洗海飞丝才没有头皮屑。,不良反应,1
洗完留香么,挺好,效果,1
买过的亲，洗完会不会干呢？谢谢回答！,不会干，用完挺舒服的,不良反应,1
会有怪怪的味道吗，有点难闻的那种,没有很好用,味道,0
这款去头屑好不好,我用了一次真不行，洗完还是很多头皮屑我的天白买了，我就是个学生,效果,-1
洗了还会不会掉头发,不会的,功能,1
这玩意儿泡沫多不多，会不会假滑，好冲洗吗？,好冲洗,易冲洗,1
洗完后睡一晚上头发还蓬松吗？,看发质,效果,0
可以控油的吗,挺好的,功能,1
三岁以下可以用吗？,不可以吧上面写着3岁以上,适用性,-1
这款效果怎么样,很好用，长发，没长头皮屑，用后很光滑,效果,1
洗完，头皮会痒吗,会痒,不良反应,-1
我家用了很多头皮屑，又干又痒，有没有这样的？,孩子用完一次起皮这么厉害，不知道什么原因,不良反应,-1
洗完假滑吗,不滑的,易冲洗,1
可以改善毛孔粗大吗？,不能,功能,-1
可以减少黑头、痘痘吗？,不会，用着不错无刺激,功能,-1
有没有像我一样用完头发非常涩，用了几天头发干枯打结没法梳理，打结的地方只好剪掉。,同,不良反应,-1
为啥我用了泡沫少的可怜，怎么样都打不出泡沫。,没什么泡沫，滑滑的感觉,质地,-1
这个保湿效果怎么样？,保湿效果好，适合秋冬用,效果,1
你们都有包装吗,有啊,包装,1
紫吕适合男性吗,我老公说比他买了其他牌子好用,适用性,1
使用的时候有颗粒感吗？,没有的,质地,1
这款洗了头发会不会太干;,不会,不良反应,1
这个送过来有漏吗,没有,包装,1
买完这马上收到货才发现好多人用完长痘痘，真的吗？我也是痘痘肌，不会更严重吧？,没有啊，用完我觉得很舒服，不会紧绷，我是干皮,不良反应,1
口是密封的吗？,没有密封,包装,-1
有防脱效果么？,用了这款洗发水基本不怎么掉发了，总体感觉不错,效果,1
用了会不会掉发会不会有头屑，是控油的吗？,用了这个洗发水，不用等冬天，自己就能下雪,不良反应,-1
请问大家啫喱会假滑吗,不会，用起来很舒服,易冲洗,1
大家洗完头发会有酸臭酸臭的吗,有，开始以为是孩子出汗多的原因,不良反应,-1
有用完这个头发变稀的吗？,没发现,不良反应,1
孕妇能用吗？,我怀孕的时候也在用也吹头发呀，哪有那么多限制，不是活血化淤还吃的药就得了。,适用性,1
孕妇适合吗？,可以用,适用性,1
可以增发吗有用吗,估计不能,功能,-1
看到好多人用过大块大块头皮屑，好吓人，是不是真的,冬天不太适合用去屑洗发水，冬天头发本来就很干燥，需要用温和一点的,不良反应,0
会假滑吗？,不会,易冲洗,1
清洁效果好吗,一般,清洁力,0
为啥我用了会长痘，看网上说里面有两种致痘成分，你们用了长痘吗,我用了没长痘，你先停用几天看看,不良反应,1
这款去角质效果好吗，有明显下泥吗,不去角质，不下泥,效果,-1
5倍洗完了会起头屑吗,因人而异吧我家使用的挺好,不良反应,0
可以做泡泡浴吗,泡泡确实多。,功能,1
会不会假滑，冲不干净的感觉,不会,易冲洗,1
有没有用过几次后出头皮屑，为什么我用了之后又痒又出头屑，之前没有头屑的,没有呀，用完头发很蓬松呀，同事也被种草了,不良反应,1
我只想问是不是正品,正品，一直在这买！很好用！,认证产品,1
去头屑行不行,可以。,功能,1
适合男生用吗,可以吧,适用性,0
会不会掉发,不会，挺好用的，推荐购买,不良反应,1
请问用过的各位大神，隆力奇这款驱螨沐浴露真像广告宣传的那样，还是涉嫌虚假宣传？,挺好用的，最好作用时间长一点，我都买第二次了,效果,1
用了以后会不会掉头发！？,不会，挺好的,不良反应,1
您好我用了好多去屑的洗发水没什么效果头发还是有头屑这款洗发水去屑效果怎么样啊,去屑用康王或采乐。,效果,0
去黑头行不,洗脸还行，去黑头就不行了,功能,-1
能够止痒吗,去掉头屑就止痒,功能,0
请问适合干性细软塌发质吗,总结不好用，不去油，不好闻，洗完头发干涩！,适用性,-1
能去头屑吗,还行吧,功能,0
男生能用吗,可以啊,适用性,1
儿童可以用吗？,还是买儿童专用的吧～有点香,适用性,0
洗完蓬松不,可以,效果,1
脱发能改善吗？,没发现能改善脱发,效果,-1
用过的亲们，去屑效果究竟咋样？以前用过海飞丝，清扬，飘柔这些去屑都不管用，烦恼。,感觉还好,效果,0
90可以买吗,我是69买的,价格,0
可以去黑头吗，清洁能力怎么样,不可以去黑头，清洁能力还可以，不错,功能,-1
是不是头发洗没了就没有头皮屑了？,是的,功能,1
十岁儿童可以用吗,小孩用这个做什么,适用性,0
香味重吗？,各取所需因人而异。,味道,0
这款去头屑效果咋样,头皮屑越用越多，不推荐,效果,-1
男的可以用这款吗,可以，很好用,适用性,1
可以用多久？,过冬没问题,使用寿命,1
你们买的有透明胶包裹么我买的什么防护都没有呢,没有吧,包装,-1
可以洗脸吗,建议用专业的洁面乳,功能,0
这个沐浴露能驱蚊吗？,不能呀，就是沐浴露,功能,-1
洗发好用吗,小孩子用很不错，温和不会刺眼,效果,1
这个洗面奶，用着是不是会长痘,不会长痘,不良反应,1
集美们我是干皮敏感肌用了之后脸部刺痛感是不是不适合,没有呀，很好用,适用性,1
这款洗发水为啥这么油！不是适合油性发质嘛，洗完第二天就油到不行！,我觉得挺控油的,适用性,1
油性可以使用吗,挺好的，可以用，我也是油性的头发,适用性,1
洗久之后有什么变化没有呀,有点用，会有小头发长出来,效果,1
洗完之后会不会感觉头发油,不会,不良反应,1
这个是正品吗,是,认证产品,1
适合油头用吗？,可以,适用性,1
味道刺鼻吗,味道温和很香,味道,1
洗完会不会有头皮屑,怎么说呢，我比较懒，之前的洗发水2天一洗，现在这个可以支撑3天,不良反应,0
洗头洗澡都可以用吗,是的，二合一，气味好闻，泡沫丰富，好冲洗，适合宝宝,功能,1
香味持久吗,还可以,效果,0
洗完会掉头发吗？,还好吧，我本来头发也掉，没看出来比以前多,不良反应,0
你这个是正品吗？,旗舰版肯定是正品了,认证产品,1
效果怎么样？,还可以,效果,0
香吗？，味道怎么样,味道不错,味道,1
会留香嘛好不好,会的啊,效果,1
求问去屑嘛，止痒吗，求真实回答急回,看个人情况，我用着还不错，没头屑,效果,0
这沐浴露怎么样，好用吗？味道好吗,很好，清香;,效果,1
请问是正品吗？感觉液体较稀,是正品，就是有点稀,认证产品,1
控油去屑止痒效果怎么样,还可以,效果,0
这款沐浴乳28合适吗,很合适呀,适用性,1
洗完头发柔顺吗,很润,效果,1
是不是有假货？,是正品,认证产品,1
请问一下是正品吗？,是的,认证产品,1
头发毛躁，用完沙宣会变顺滑吗？,是的，我头发到腰这里非常长，很难打理，经常打劫，但是用完这个就很方便，很顺,功能,1
生产日期新吗,新,有效期,1
这款海飞丝是正品吗？,是的，正品,认证产品,1
这个好用吗，是正品吗？,不知道是不是正品，用完皮肤很干，起好多皮,效果,-1
头发干燥能用吗？也掉头发,应该可以,适用性,0
可以止痒吗,我买了一家人洗了都有头皮屑，还发痒，好可怕，还自营,功能,-1
孕妇能用吗,应该能用吧,适用性,0
这款无硅油的洗了头发蓬松吗？,我觉着还是挺蓬松的,效果,1
你好，15岁男孩子能用吗,能用,适用性,1
才出生的宝宝可以用嘛,可以用,适用性,1
薄荷的洗了头皮会不会很干燥？,不会干燥，我一直都用的这款,不良反应,1
能止头皮屑吗？,不能我用了以后疯狂张头皮屑,功能,-1
30岁的人可以用吗？,当然可以,适用性,1
洗完之后头皮痒？这是为什么啊？,我也是痒得不行，看来不能用了，而且掉头发更厉害了,不良反应,-1
怎么洗完干巴巴的，有点紧绷的感觉,洗完之后没有紧绷感,不良反应,1
紫吕适合男性吗,适合啊，我们一家一直都在用,适用性,1
去屑效果怎么样？,去屑效果不错的，尤其是夏天。,效果,1
各位，为什么我用了会头皮痒？你们有这种情况吗,这个不痒，那个樱花的就会，不知道什么原因，可能是不适合吧,不良反应,-1
薄荷味的留香久吗,还行吧,效果,0
您好，我想问下这款止痒吗？,我们用了几次，孩子开始挠头，然后就不用了,效果,-1
这产品怎样,可以选择,效果,1
请问新生儿能用吗,我宝宝满月的时候用的,适用性,0
味道怎么样？好闻吗,味道还不错，一股清香,味道,1
用了掉发严重吗？,没有啊,不良反应,1
头发干能用吗？,可以选择适合头发的一款,适用性,0
防脱发效果怎么样呢？,我觉得有点效果,效果,1
这个洗面奶适合油性皮肤吗？,嗯，可以的，这款很温性的。,适用性,1
这个是正品不油性皮肤怎么样,这个温和都能用,适用性,1
宝宝可以用吗？,可以,适用性,1
刚开始还很好用，用多几次，发现好多头皮屑，呜呜呜，赶紧换了,我觉得还好,不良反应,0
味道咋样,香味持久，清香！,味道,1
这款洗面奶适合红血丝的皮肤吗？,适合的。,适用性,1
二十岁的大孩子可以用吗,当然可以，大人的产品小孩不一定适用，小孩的大人一般都能用,适用性,0
请问适合干性细软塌发质吗,适合,适用性,1
这款四岁可以用吗？,小孩最好用小孩的,适用性,0
头皮屑特别多，这一款去屑效果真的好吗,确实可以,效果,1
去屑有效果吗,我用别的，头皮屑很多。用海飞丝就没有，所以也不敢换牌子了，在京东买了两年多了，一直都在用,效果,1
无硅油会不会洗了拔干,跟洗洁精的效果差不多！,不良反应,0
香吗？，味道怎么样,还不错,味道,0
各位宝妈，没有满月的宝宝可以用么，质量怎么样，在线等,我家宝宝没有满月我就给用的很好用,适用性,1
可以去黑头角质层吗,不显著，它只是洗面奶，真要去黑头很麻烦的,功能,-1
洗完皮肤会很干吗,不会,不良反应,1
没有头皮屑的洗了会不会不好？,不适合干性发质。,适用性,0
用后头皮会瘙痒吗？会起小疙瘩吗？,估计你脂溢性皮炎了，买西安杨森吧，那个还挺有效果的，就是必须用护发素，不然太干,不良反应,0
质量好吗？,还好吧,质量,0
会长头皮屑吗,不会,不良反应,1
头发不油干性发质就是细软贴脸用这个去油会不会头发太干涩,用了一两天头发就油成不成样子了关健是头还痒,适用性,-1
可以洗干净隔离霜吗,那得先用卸妆油再用这个,清洁力,0
请问生产日期多少呀，新吗,挺新的,有效期,1
请问这个是正品吗?,是的，挺好用的,认证产品,1
是正品吗？怎么按照网上说的，按压瓶上有一段英文字母，没看到呢？？,没有的吧，,认证产品,0
沙宣能去头屑吗？,看发质,效果,0
洗完后留香久吗？,不会太久,效果,-1
买的自营你们洗脸有泡沫么？,有啊，泡沫很好很细腻,质地,1
我的扫码不出来,没有试过。应该没问题吧,认证产品,0
会美白吗,不会,效果,-1
容易起湿疹的皮肤用这个合适吗？,不知道为什么，别人用挺好，我用就过敏了，，，,适用性,-1
可以洗掉防晒霜吗？,还是要搭配卸妆产品使用最好,清洁力,0
有用吗？真能除螨吗？会不会都是托？,效果不错挺温和的不刺激，有一定的除螨虫效果,功能,1
味道如何,还行,味道,0
大家有没有用完有头皮屑现象以前没有,没有头皮屑已经用了一年多了都没有头皮屑,不良反应,1
可以变白不,怎么可能,功能,-1
能防止脱发吗,感觉效果不是很明显。,功能,0
一瓶能用多久,这个看你的用量和用的频率了,使用寿命,0
会掉头发吗？,我的使用经历是不会掉头发！但是各人的发质不一样！,不良反应,1
这个牌子好用吗,还行,效果,0
这个对敏感肌的修复是真的有效吗？会起痘吗？,我觉得挺好的，晚上用，早上只要你不是大油皮，就清水洗就可以了，不要用洁面了,效果,1
用了会不会有头皮屑呢,不会,不良反应,1
好用吗？,还不错，具体使用还需要一段时间考证,效果,0
孕妇适合吗？,能用，放心。,适用性,1
这个洗发水对掉头发有用吗,没有,功能,-1
这个洗发水好用吗,可以，买就完了，我用了好长时间呢，挺划算的,效果,1
适合干皮吗姐妹们,买完后悔,适用性,-1
请问用完干不干,不干，也不会假滑,不良反应,1
1111活动的赠品有人收到了吗？,我的是一起到家的呀,赠品,1
治头皮屑的效果强不强？,不错，都用了一个月了,效果,1
头发不是很油，可以用吗，感觉自己的头发有时候还很干,可以的,适用性,1
五岁孩子能用吗？,孩子我买的他们家儿童款的，小朋友很喜欢,适用性,1
请问！这款洗发水好用吗？谢谢,油性头皮好用，基本可以保持一天不会油，,效果,1
有去屑效果吗,应该有吧,效果,0
这个男女都可以用吗,都可以,适用性,1
这款洗发水用完，头发会涩涩的吗？,薄荷一样，凉凉的,不良反应,0
有没有宝宝洗完头皮特别痒，还酸臭酸臭的,是的。我自己还用了两次，洗了头特别痒,不良反应,-1
大家用着有没有一股腥膻味？第一次用不知是不是正常的。,味道太难闻了，洗了跟没洗一样,味道,-1
请问十岁孩子能用吗？,可以,适用性,1
防脱发效果到底怎么样？,有效的,效果,1
洗了头屑多吗？,不会，去油不可以去屑,不良反应,1
我想问下这款洗发水是什么时候生产的。,都是最近生产的，一般保质期都是两年左右，不会过期的,有效期,1
这个去屑控油效果怎么样。,有一定的效果，但是还是有头皮屑,效果,0
请问我女儿8岁可以洗吗？？,可以的,适用性,1
油性头发但又干燥可以用吗,控油，但是会让头发毛躁。要配合护发素一起用,适用性,0
香味大吗,不大淡淡的很好闻,味道,1
头发容易油用这个好用么,并没有明显的作用,适用性,0
头皮屑多挺油的用这个可以吗,我是中性出油用起来还可以一天都不太出油但出油多的发质我清楚,适用性,0
冬天用这个会不会太干燥了,不会的，很滋润,不良反应,1
这个精油和洗发水男士可以用吗，客服不搭理我,可以的亲!放心购买使用，这是男女通用款的!,适用性,1
请问下你们都多久能用完？,两娃半年左右，不是每天用,使用寿命,0
除螨效果怎样？和除螨包，除螨喷雾搭配用怎样？,自我安慰,效果,0
真正用过的麻烦回答一下真的有防脱效果吗因为脱发困扰得快疯掉了灰色这款女士适合用吗？谢谢啦,用过最有效过的一款,效果,1
兄弟们，用这个会紧绷出现干皮吗？,不紧绷，温和,不良反应,1
去屑和止痒效果怎么样,还行吧,效果,0
可以洗脸吗,可以,功能,1
这款去头屑效果好吗,因人而异，合适的就挺好,效果,0
这个洗面奶清洁的干净吗？什么味道的？,没有味道，没有香精。洗的干净，清洁力可以的,味道,1
好用么？？？？？？？,不好用，皮屑多，扔了,效果,-1
排浊的洗完会不会很干?秋冬季节皮肤比较干，介绍跟评论都说润肤,不会的，还是比较水润的,不良反应,1
请问是正品吗？最近买的朋友们,正品,认证产品,1
好用吗？,挺好的,效果,1
这个能早晚都用吗？,早晚都能用。,适用性,1
蓝色的什么味道，能形容一下吗？谢谢,洗完后一股粉笔灰的味道,味道,0
这个能止痒吗,那要区分哪里痒！,功能,0
不是敏感肌可以用吗？,这是敏感肌专用的吗,适用性,0
这沐浴露控油情况怎么样,不是多好还是个人皮肤差异吧,效果,0
可以卸安热沙防嗮吗,我觉得不太行，我用了两天放弃了，巨闷痘,清洁力,-1
是正品吗？托绕行,是的，洗了效果很不错,认证产品,1
这是不是有香精成分啊？会不会皮肤干？,有没有香精不知道，反正皮肤不会干。,不良反应,1
您好，油性皮肤、经常运动、出汗量大，是否适合使用？,适合,适用性,1
洗发水怎么样啊小孩儿能用吗,小孩最好不要用,适用性,-1
我最近嫌理发师给我剪毁了发型一气之下剃光了。用这个可以让头发长快一点吗？,坚持用，早晚都会长出来的,功能,1
会过敏吗,因人而异,不良反应,0
头发特别干适合用吗,没毛病可以的,适用性,1
泡泡会多吗，秋天用够不够润肤,好用很滋润,效果,1
洗完头发会很干燥吗？,会的，要用护发素,不良反应,-1
请问这个洗面奶洗完干了会不会起皮，我皮肤很干,我觉得还行，没起皮,不良反应,1
清扬沐浴露好用吗,一直在用，很不错的,效果,1
上面说可以改善干痒，请问有效果吗，我秋冬季节皮肤总是干燥发痒很难受,是的,效果,1
好用不，，，，，，,不错,效果,1
大家用着有没有一股腥膻味？第一次用不知是不是正常的。,没什么奇怪味,味道,0
味道怎么样？能不能留香很久？,香味持久。,效果,1
这款去头屑效果好吗,去屑可以,效果,1
有味道的吗？,好闻,味道,1
干皮用了会不会干,我用着还可以味道也很好,不良反应,0
假滑吗？,假滑什么意思？我只知道好用！,易冲洗,0
用了会掉头发吗？,我以前经常掉，一掉一大把，用了这个以后就很少掉了,不良反应,1
这个东西真的好用吗？,可以,效果,1
集美们你们收到货的洗面奶上面有封口吗？？？,不会有。,包装,-1
这个能不能去黑头呢,脸洗的挺干净的，黑头不行。,功能,-1
简直就跟下雪一样,会，还有超多头皮屑,不良反应,-1
你们用这款洗面奶用起泡网吗，我用起泡网第二天长了好多痘,挺好的啊,不良反应,1
除螨效果怎么样，好吗,除螨效果比较不错，我敏感肌肤也可以用。泡沫细腻，清洁的特别干净彻底。而且冲洗得快无残留,效果,1
嗯...可以去黑头吗.....,在鼻头多擦洗，稍有点效果,功能,1
头发干燥好用不,的确不错，用了头发柔滑，以前有头皮屑，现在用了几次好多了,适用性,1
喷完那个育发液过一会跟发胶一样？,不会，喷过干了就跟没喷一样，不粘,不良反应,1
你好，有折扣打吗？有赠品吗？,跟划算，有赠品,赠品,1
请问这款洗面奶，男士可以用吗？还是只能女士专用的？,可以用。我一直用我老婆的。,适用性,1
这款真的可以美白祛痘吗？,洗面奶来的，你指望这么多功效？,功能,0
你们买的有透明胶包裹么我买的什么防护都没有呢,没有,包装,-1
我家小孩最近掉发严重，适用吗.中学生,中学生可以用，不过建议还是少用,适用性,1
请问这个好冲洗吗？洗完有没有假滑的感觉？,没有,易冲洗,1
用后会头皮痒吗,用了一段时间痒痒的不得了，还有了头皮屑,不良反应,-1
沐浴露干燥吗？会不会假滑,不干燥！也不会假滑。,易冲洗,1
这款沐浴露，香吗？,还可以,味道,0
这个洗发水对掉头发有用吗,一般没啥作用，就是控油清爽,功能,-1
这个可以除螨虫吗,用硫磺皂吧，其实真的很不错。沐浴露只是涂着用的方便。,功能,0
出油很严重，适不适合，怕洗不干净,洗的很干净,适用性,1
我看网上评论说这牌子的沐浴露太香了，真的很香吗？,有香味但不是很浓郁那种,味道,1
使用后，会出现掉发问题吗,这款柔顺型的。头发油脂厚的话用什么洗都会掉头发，掉头发的要勤洗头。,不良反应,0
这个脱发的洗完去油吗，清爽不,还好吧！,效果,0
这款泡沫多吗,不算多,质地,0
这女生可以用不,可以,适用性,1
可以祛痘吗？,不能的,功能,-1
收到商品没有塑封，是正常的么？而且快递包装是被拆开的，这是什么情况,我的也没有塑封，包装可能压坏了吧,包装,-1
洗了顺滑吗,挺顺滑挺好的,效果,1
有杀菌效果吗，香味怎么样,还可以，不知道会不会杀菌,味道,0
去黑头吗？鼻子周围脸颊毛孔大，收缩毛孔吗,靠洗面奶去黑头是不可能的,功能,-1
自己还得付超重量,不用自己出,物流,1
请问这款洗面奶去油吗？,我感觉还挺好用的，不紧绷，去黑头也还可以,功能,1
洗完头发会很干燥吗？,所以要用护发素啊,不良反应,0
就是一般可以用多久,这个要看你用的频率啊,使用寿命,0
我头油头皮屑超多,用了更多,适用性,-1
有杀菌效果吗，香味怎么样,不清楚有没有杀菌功效诶。香味还可以，小苍兰的味道,味道,0
请问你们用着刺眼吗，我怎么咋打开就很刺眼呢,不会,不良反应,1
绿色好闻吗？,是的，好闻。,味道,1
女宝宝三岁，没有头屑，发质柔顺，单纯头痒，这个用了效果怎么样？,还没用,效果,0
请问适合干性细软塌发质吗,不好用，洗完炸毛，打结,适用性,-1
男士油性发质，而且有顽固头皮屑，用这个好使么,我老公一直在用，就是买来给他的,效果,0
头发干燥好用不,一般般,适用性,0
看了差评说洗完巨痒，真的很痒吗,一般般吧,不良反应,0
24年没长过痘，间断用了两三天，每次用完第二天就长闭口，不用就没有了,我觉得还不错，用了几年了，不长痘,不良反应,1
停用后有副作用吗？用的时候副作用大吗,没感觉有什么副作用，我用了确实管用,不良反应,1
这洗面奶怎样？控油效果怎么样会不会长毛？,控油不行，越洗越油，两小时过，油得你用手膜下和猪油一样。,效果,-1
我掉发多，白头发也有，用这个生姜的有用吗,我用已经掉发很少了，挺好的，一直在用。,效果,1
这个好用吗,可以，挺好的。,效果,1
刚下单之前看到用完了会长痘是真的吗,没有啊,不良反应,1
味道香吗？,一般，不浓郁。,味道,0
用了掉发严重吗？,感觉还行,不良反应,0
我就像问问去屑效果好不好，头屑把我折磨疯了,一点都没用！,效果,-1
对改善发质有效果吗,不能说没有，效果还是有的，你有可能感觉不到,效果,1
都说阿道夫洗完脱发真的吗,我是没有感觉到,不良反应,1
牛油果款好用吗味道怎么样,味道很赞哦,味道,1
孩子头上有头皮屑，去屑怎么样,我家也是，用了一段时间这个，头皮屑增多很厉害，不敢用了。,效果,-1
小朋友可以用吗,可以用的,适用性,1
适合新生儿用吗？,可以用,适用性,1
这款有假吗,真的,认证产品,1
是不是柔顺的,可以,效果,1
请问这款护发素好用吗？,还可以吧,效果,0
去屑效果和防脱发效果怎么样,还可以喔,效果,0
起泡沫么？去油效果怎么样？,不起,质地,-1
头皮较多适合这款去屑效果真的好吗？,好用,效果,1
这个假滑吗？,我特意去百度搜了才知道假滑是什么意思。洗完脸部比较舒服不干，摸起来也很舒服。应该不是假滑,易冲洗,1
油性皮肤可以用不啊？,可以呀,适用性,1
头痒吗，有头皮屑吗,没有,不良反应,1
请问可以止痒？,可以，蚊子啊，其他不知道,功能,1
各位宝妈，没有满月的宝宝可以用么，质量怎么样，在线等,质量挺好。我家第二瓶了,质量,1
真的能深成清洁？洗完皮肤很好吗？,清洁效果一般，一股廉价香水味道。,效果,0
刚开始还很好用，用多几次，发现好多头皮屑，呜呜呜，赶紧换了,最好换着用，而且洗头不要太频繁,不良反应,0
会痒吗？会有头皮屑吗,不痒挺好的，用完一瓶了做活动又买了两瓶,不良反应,1
为什么我用了没几次就开始长痘已经很久没用这个洗面奶了痘还是有点,你换一个牌子试试，我用着还可以,不良反应,0
好用吗,身边的小伙伴也都用，水乳也都在用，好用，敏感肌用着一点也不刺激,效果,1
你们买的外面有没有塑料薄膜包裹密封！,有的,包装,1
请问这个是正品吗?,是的很好,认证产品,1
孕妇可以用么？,可以呀，我查了没有什么危险成分,适用性,1
去屑效果和防脱发效果怎么样,很香的我也是刚刚才买效果现在还不是很明显。,效果,0
控油型的中性发质能使用吗？,可以，建议配合洗头神器使用可以保护头皮,适用性,1
可以除脚臭吗？,不可以,功能,-1
这款洗面奶包装是没有塑封封口的吗,我到的时候，打开就没有,包装,-1
止痒效果怎么样？去屑去油吗,我用着还挺止痒的，第三天头发油了头皮也没有痒,效果,1
用了有效果吗？,洗发水大同小异,效果,0
请问这个可以去头皮屑可以喝吗？在线等，比较急,这边建议你去精神科看看,功能,0
是正品吗？托绕行,是，我用好多年了，以前超市买，现在网上买，没觉得不一样。我容易长头皮屑，用这个不长。,认证产品,1
香不香的啊？,持续性的香味，很清雅,味道,1
这款好用吗,好,效果,1
这个止痒效果好吗？,我油性头发，用的比较合适，我就觉得好用,效果,1
看到好多人用过大块大块头皮屑，好吓人，是不是真的,不会,不良反应,1
湿疹可以用吗,有湿疹应该能用，建议买些杀菌的药物洗剂使用,适用性,0
姐妹们，防脱那款对脱发有改善吗？,目前没有明确改善,效果,0
好用吗？,男女都可以用的。,效果,1
有没有假滑。冲不掉的感觉,不会,易冲洗,1
产后脱发可以用吗,可以用的，还可以吧！一款不错的洗发水，去屑去油，对掉头发也有改善。,适用性,1
容易过敏吗？,不会,不良反应,1
请问可以经常洗头吗？,沐浴露来的，你确定要洗头？,功能,0
青少年可用吗？,男女老少皆可,适用性,1
真的能深成清洁？洗完皮肤很好吗？,能不能深层清洁不知道，洗完了确实皮肤滑滑的，味道特别好闻,效果,0
沙宣能去头屑吗？,必须可以,效果,1
这款洗面奶适合红血丝的皮肤吗？,可以，非常温和，除非你烟酰胺不耐受，不然没问题。,适用性,1
请问男生用起来怎么样,挺好洗的，护发素也好用,适用性,1
后背上小豆豆能去掉吗？,用了两次，感觉可以,功能,1
这款去屑效果怎么样？,好用！,效果,1
这款会不会洗完很干,我觉得不干,不良反应,1
你们孩子用了有头皮屑吗？,没有,不良反应,1
有没有人用了头皮长痘，用了一瓶头皮屑严重，还长痘了,还好吧,不良反应,0
这款油性发质能用吗？,可以的。,适用性,1
味道怎么样？能不能留香很久？,一般般吧我觉得,味道,0
这个沐浴露香味持久吗,持久的,效果,1
中性发质适不适合强根这款？,完全可以,适用性,1
这款洗面奶控油吗？,洗的还挺清爽不紧绷控吧,功能,1
辣眼睛吗,不辣，还有芳香,不良反应,1
你们家宝宝洗完头，会掉发吗？,有,不良反应,-1
男女通用的有吗,这款适合男士,适用性,0
适不适合35岁用,适合所有年龄~,适用性,1
洗过后，身上还是不是蛮滑，有一种没洗干净感吗？好冲洗吗,哈哈，有一点,易冲洗,-1
这版本有颗粒吗,没有颗粒,质地,1
这产品怎样,好用,效果,1
有效果吗，真实回答，谢谢,没有,效果,-1
亲们，这款洗后头发干燥吗？谢,不算太好我感觉反正也分发质,不良反应,-1
包真吗？,我觉得是真的啊,认证产品,1
这款洗发水真能去头皮屑吗？,能的，我一直用这款，,功能,1
孩子头发干燥，毛躁可以用吗,可以的，洗了以后很顺滑,适用性,1
一天洗一次头发，可以用多久,我用了9个月,使用寿命,0
控油真的有效果吗,感觉不对劲，吹风机吹不干,效果,-1
17岁的男学生可以用吗？,可以啊,适用性,1
我的头发属于油性，这个效果好吗？,可以，好答案这就够了。,效果,1
有止痒效果吗？,有,效果,1
请问一下30岁的宝宝(脱发)可以用吗,大人用清洁力度不够吧,适用性,-1
好用么用完头皮痒么,用后头皮痒，总觉得洗不干净。,不良反应,-1
为什么我用了这个，虽然蓬松了，但是巨痒,我不会啊,不良反应,1
留香么？？持久么？？,还可以，用过这么多沐浴露，这款是最容易冲洗的。很好,效果,1
真的好用吗,还好吧！,效果,0
有适合男士用的吗？,非常适合，我就很喜欢用,适用性,1
啫喱款的会不会不好冲洗假滑,好冲洗不假滑味道好闻,易冲洗,1
洗完头发会不会很干涩？,我本身油皮用完还可以,不良反应,0
集美们我是干皮敏感肌用了之后脸部刺痛感是不是不适合,不会啊，这款就是敏感肌用的,适用性,1
有香味吗？,有，淡淡的,味道,1
这个洗面奶是真的好用吗？,很温和，比较好用,效果,1
请问樱花的气味好闻吗使用感如何？,好闻，不假滑，挺好的,味道,1
可以去头皮屑吗,还行,功能,0
可以防止冒粉刺吗,可以啊,功能,1
你们收到的有包装膜吗？里面有封口吗，为什么我的没有,都没有，客服也说没有,包装,-1
真的假的？,真的,认证产品,1
老人可以使用吗,可以吧全家都在用,适用性,1
这个洗发水去屑止痒效果如何,挺好的,效果,1
请问洗完了是滑溜溜，冲不干净的那种吗？,滑滑的,清洁力,-1
用过会掉头发吗？以前用了飘柔每次梳头发都会掉好多,不会啊，还好,不良反应,1
朋友们，你们双十一买的，有带赠品吗？,不是没得,赠品,-1
去屑不？,写的是去油去屑，味道好闻。,功能,1
这个洗发水洗了会不会太干,不会,不良反应,1
用了之后头皮会痒吗？,不会，没有出现头皮痒的情况,不良反应,1
真品吗希望真实回答谢谢,正品，味道跟之前用的都一样,认证产品,1
用完会头痒吗,挺痒的,不良反应,-1
清热解暑怎么样？,用着还蛮清爽，蛮舒服的，感觉还不错。,效果,1
